age;player_height;player_weight;college;country;draft_year;draft_round
31;205.74;113.398;Xavier;USA;1990;1
36;198.12;102.0582;DePaul;USA;1985;2
23;185.42;77.11064;Southern Illinois;USA;Undrafted;Undrafted
25;213.36;124.7378;Minnesota;USA;Undrafted;Undrafted
30;198.12;97.52228;South Carolina State;USA;Undrafted;Undrafted
24;213.36;106.59412;Connecticut;USA;1996;1
22;200.66;97.52228;North Carolina;USA;1998;1
36;198.12;114.305184;Auburn;USA;1984;1
26;208.28;104.32616;Florida;USA;1995;2
33;210.82;111.13004;Arkansas;USA;1988;2
26;195.58;90.7184;Florida State;USA;1995;1
26;185.42;83.91452;Minnesota;USA;1997;1
29;195.58;102.511792;Southern;USA;1991;2
22;195.58;95.25432;Ball State;USA;1998;1
23;210.82;113.398;Purdue;USA;Undrafted;Undrafted
24;198.12;97.52228;Davidson;USA;Undrafted;Undrafted
27;198.12;88.45044;Oregon State;USA;1995;1
30;185.42;83.91452;Oklahoma;USA;1992;2
23;177.8;78.471416;Stanford;USA;1997;1
25;203.2;99.79024;Indiana;USA;1996;1
27;205.74;115.212368;Xavier;USA;1994;1
28;203.2;95.25432;Houston;USA;Undrafted;Undrafted
33;198.12;90.7184;California-Santa Barbara;USA;1988;1
28;200.66;90.7184;Cal State-Fullerton;USA;Undrafted;Undrafted
19;218.44;99.79024;None;Croatia;1998;2
26;213.36;124.7378;Oklahoma State;USA;1995;1
28;195.58;94.347136;Virginia;USA;1992;1
24;190.5;83.91452;Valparaiso;USA;1998;1
28;200.66;102.0582;Long Beach State;USA;1993;2
27;200.66;97.52228;Indiana;USA;1993;1
32;205.74;102.0582;Houston;USA;1990;2
28;210.82;99.79024;Tennessee State;USA;1994;1
23;210.82;117.93392;Toledo;USA;1998;2
29;198.12;86.18248;Cal State-Fullerton;USA;1990;2
23;205.74;115.66596;Baylor;USA;1998;1
33;200.66;92.98636;Seton Hall;USA;Undrafted;Undrafted
33;193.04;90.7184;East Carolina;USA;1989;1
31;187.96;82.553744;Virginia Tech;USA;1990;2
26;203.2;102.0582;Duke;USA;1994;1
23;205.74;101.151016;North Carolina;USA;1998;1
29;205.74;106.59412;Seton Hall;USA;1991;1
24;190.5;86.18248;College of Charleston;USA;1997;2
27;205.74;115.66596;Michigan State;USA;1994;2
24;198.12;97.52228;Bradley;USA;1997;1
29;193.04;94.347136;Missouri;USA;1992;1
37;205.74;122.46984;Wichita State;USA;1983;1
22;205.74;111.13004;Kentucky;USA;1996;1
24;193.04;90.7184;Bowling Green;USA;1997;1
30;205.74;104.32616;Texas-El Paso;USA;1990;2
30;210.82;117.93392;Arizona;USA;1991;1
27;203.2;92.98636;Duke;USA;1994;2
35;205.74;117.93392;Nevada-Las Vegas;USA;1987;1
34;220.98;132.448864;None;Lithuania;1986;1
24;205.74;106.59412;Providence;USA;1997;1
34;180.34;81.64656;Southern;USA;Undrafted;Undrafted
31;187.96;83.91452;Iowa;USA;1989;1
26;205.74;108.86208;Arizona;USA;1996;2
24;205.74;108.86208;Virginia Union;USA;Undrafted;Undrafted
34;213.36;113.398;Creighton;USA;1985;1
27;205.74;99.79024;Boston College;USA;1994;1
36;213.36;125.644984;St. John's (NY);USA;1985;1
30;203.2;99.79024;Syracuse;USA;1991;1
24;205.74;99.79024;Alabama;USA;1995;1
33;205.74;112.490816;Eastern Michigan;USA;1988;2
27;198.12;95.25432;Louisville;USA;1994;1
30;210.82;113.398;Texas-El Paso;USA;1990;2
22;205.74;107.954896;Notre Dame;USA;1998;1
36;213.36;115.66596;Georgetown;Jamaica;1985;1
25;213.36;111.13004;Wisconsin;USA;1997;1
21;200.66;99.79024;Kansas;USA;1998;1
22;205.74;103.872568;None;Serbia and Montenegro;1996;1
30;208.28;108.86208;North Carolina;USA;1991;1
26;208.28;117.93392;Liberty;USA;Undrafted;Undrafted
33;185.42;81.64656;UCLA;USA;1989;1
29;203.2;110.222856;Murray State;USA;1992;2
23;210.82;108.86208;Kansas;USA;1998;1
23;210.82;97.52228;Florida State;USA;1999;Undrafted
31;187.96;86.636072;New Mexico State;USA;1991;2
24;193.04;94.800728;Louisiana State;USA;1996;2
19;208.28;97.52228;None;USA;1998;2
24;210.82;102.0582;North Carolina;USA;1995;1
23;213.36;112.490816;None;Slovenia;1998;1
23;195.58;92.98636;Connecticut;USA;1996;1
31;193.04;88.45044;New Mexico State;USA;Undrafted;Undrafted
33;200.66;83.91452;UCLA;USA;1987;1
28;200.66;115.66596;Wyoming;USA;Undrafted;Undrafted
31;193.04;88.45044;Kentucky;USA;1988;1
31;185.42;81.64656;Nevada-Las Vegas;USA;1991;1
27;193.04;86.18248;Temple;USA;Undrafted;Undrafted
29;210.82;108.86208;Louisiana Tech;USA;1992;2
36;208.28;111.583632;Providence;USA;1984;1
25;205.74;106.59412;Georgetown;USA;1996;2
29;205.74;147.4174;Arkansas;USA;1992;1
22;205.74;117.93392;Michigan;USA;1997;1
30;195.58;102.965384;Georgia Southern;USA;Undrafted;Undrafted
24;195.58;86.18248;Arizona;USA;1998;1
22;210.82;118.841104;Utah;USA;1998;1
26;200.66;97.52228;Wisconsin;USA;1995;1
26;182.88;80.739376;Xavier;USA;Undrafted;Undrafted
24;213.36;122.016248;Pacific;Nigeria;1998;1
27;203.2;104.32616;Providence;USA;1994;2
24;208.28;104.32616;California;USA;Undrafted;Undrafted
32;187.96;79.3786;Baylor;USA;1988;2
21;187.96;86.18248;Arizona;USA;1998;1
29;200.66;109.769264;North Carolina;Canada;1991;1
23;213.36;104.32616;Nebraska;USA;Undrafted;Undrafted
33;195.58;99.79024;Kansas State;USA;1988;1
28;195.58;102.965384;UCLA;USA;Undrafted;Undrafted
27;203.2;102.0582;Notre Dame;USA;1994;1
25;187.96;85.275296;West Florida;USA;1996;2
32;185.42;83.91452;Oklahoma;USA;1989;1
34;160.02;63.956472;Wake Forest;USA;1987;1
21;208.28;108.86208;Kentucky;USA;1998;1
32;185.42;79.3786;Dayton;USA;1990;2
31;198.12;103.418976;Illinois;USA;1989;1
27;185.42;86.18248;Cincinnati;USA;1993;2
34;213.36;113.398;Virginia;USA;1987;1
23;190.5;91.625584;Arizona;USA;1998;2
27;190.5;87.089664;Pennsylvania;USA;Undrafted;Undrafted
40;208.28;117.93392;Hampton;USA;1980;2
32;223.52;120.20188;Marist;USA;1988;1
27;215.9;142.88148;Louisiana State;USA;1992;1
22;205.74;104.32616;California;USA;1996;1
27;228.6;119.294696;Brigham Young;USA;1993;1
29;208.28;127.00576;Trinity Valley Community College;USA;1989;1
27;185.42;88.45044;Michigan State;USA;1995;1
32;185.42;88.45044;Syracuse;USA;1989;2
30;203.2;92.98636;Nevada-Las Vegas;USA;1991;1
29;213.36;131.54168;Louisiana State;USA;1991;1
22;187.96;81.64656;Georgia Tech;USA;1996;1
31;180.34;80.285784;Kansas State;USA;1990;2
33;190.5;82.100152;Arizona;USA;1988;2
25;190.5;88.45044;Santa Clara;Canada;1996;1
30;203.2;97.52228;Michigan State;USA;1991;1
35;218.44;117.93392;None;USA;Undrafted;Undrafted
24;198.12;101.151016;San Jose State;France;1997;1
29;180.34;78.471416;Oregon;USA;1991;1
38;205.74;113.398;DePaul;USA;1982;1
32;205.74;102.0582;Virginia Union;USA;Undrafted;Undrafted
27;193.04;86.18248;Seton Hall;USA;1993;1
31;208.28;104.32616;Michigan;USA;1990;1
38;210.82;112.037224;North Carolina State;USA;1983;1
26;208.28;102.0582;Wyoming;USA;1995;1
36;190.5;88.45044;Wisconsin-Stevens Point;USA;1985;1
25;198.12;95.25432;Georgia;USA;1996;2
24;185.42;91.171992;North Carolina;USA;1998;2
29;208.28;117.93392;Arizona;USA;1992;2
23;208.28;113.398;California;New Zealand;1998;2
28;208.28;106.59412;Alabama;USA;1992;1
30;187.96;86.18248;Southern California;USA;Undrafted;Undrafted
22;203.2;128.820128;Michigan;USA;1998;1
32;190.5;83.91452;DePaul;USA;1988;1
28;200.66;115.66596;Wake Forest;USA;1993;1
25;198.12;102.0582;Southern California;USA;1997;1
35;198.12;97.975872;Miami (OH);USA;1986;1
23;200.66;95.25432;Kentucky;USA;1997;1
34;210.82;114.758776;Syracuse;USA;1988;1
23;203.2;99.79024;Duke;USA;1998;1
23;198.12;102.965384;Cincinnati;USA;1998;2
19;200.66;88.45044;Iowa;USA;1998;1
25;190.5;86.18248;Wake Forest;USA;Undrafted;Undrafted
29;190.5;83.91452;Florida State;USA;1993;1
23;193.04;97.52228;Minnesota;USA;1998;1
29;200.66;99.79024;Houston;USA;Undrafted;Undrafted
35;200.66;97.52228;Mercer;USA;1985;3
38;205.74;117.93392;North Carolina;USA;1984;1
23;205.74;117.026736;Louisville;USA;1996;1
24;210.82;120.20188;Kansas;USA;1997;1
28;200.66;98.883056;Connecticut;USA;1993;1
31;208.28;104.32616;North Carolina;USA;Undrafted;Undrafted
33;200.66;103.418976;Central Arkansas;USA;1987;1
31;203.2;99.79024;Arizona;USA;1989;1
23;210.82;97.52228;South Carolina;USA;1998;2
23;200.66;104.779752;Georgia Tech;USA;1998;1
29;193.04;88.45044;Kansas;USA;1993;1
32;208.28;106.59412;Iowa;USA;Undrafted;Undrafted
36;193.04;86.18248;Iowa State;USA;1986;2
24;193.04;86.18248;North Carolina;USA;1996;2
24;190.5;86.18248;Kentucky;USA;Undrafted;Undrafted
21;208.28;111.13004;UCLA;USA;1998;2
24;205.74;115.212368;Tulane;USA;1997;2
20;210.82;102.511792;None;USA;1996;1
23;215.9;136.0776;Florida A&M;USA;1998;2
37;200.66;102.0582;Longwood;USA;1984;2
26;205.74;93.439952;Georgetown;USA;1996;1
24;198.12;98.883056;North Carolina;USA;1995;1
29;215.9;112.490816;Georgia Tech;USA;1992;2
28;198.12;99.79024;Ohio State;USA;1992;1
26;215.9;108.86208;Marquette;USA;1994;2
29;195.58;92.98636;Purdue;USA;1991;2
36;190.5;88.45044;McNeese State;USA;1985;1
37;213.36;122.923432;Arkansas;USA;1985;1
23;208.28;102.0582;Maryland;USA;1995;1
34;210.82;104.32616;North Carolina;USA;1987;1
27;213.36;114.758776;Boise State;USA;Undrafted;Undrafted
29;187.96;87.996848;Virginia;USA;Undrafted;Undrafted
33;195.58;83.91452;Oklahoma State;USA;Undrafted;Undrafted
37;185.42;79.3786;Gonzaga;USA;1984;1
23;205.74;120.20188;Minnesota;USA;1997;1
31;205.74;108.86208;St. John's (NY);USA;1990;1
23;185.42;86.18248;Florida;USA;1998;1
25;200.66;102.0582;Texas Tech;USA;1996;2
26;193.04;96.161504;California;USA;1994;1
26;218.44;127.00576;Kansas;USA;1995;1
36;213.36;115.66596;Houston;Nigeria;1984;1
33;205.74;102.0582;Oklahoma;USA;1988;1
33;190.5;81.64656;Oral Roberts;USA;1989;2
41;210.82;117.93392;Ohio State;USA;1981;1
32;190.5;90.7184;Bradley;USA;1988;1
33;208.28;111.13004;Clemson;USA;1987;1
36;210.82;111.13004;Tulane;USA;1985;2
26;187.96;81.64656;Boston College;USA;1994;2
29;195.58;83.007336;North Carolina;USA;1992;1
29;208.28;122.46984;Arizona State;USA;1991;2
25;205.74;102.0582;Syracuse;USA;1996;1
28;195.58;97.52228;Nevada-Las Vegas;USA;1993;1
31;208.28;112.037224;North Carolina;USA;1989;1
24;185.42;86.18248;Kansas;USA;1997;1
23;205.74;131.54168;Georgetown;USA;1998;2
26;203.2;95.25432;Michigan;USA;1994;1
26;203.2;109.315672;Kentucky;USA;1993;1
23;195.58;99.79024;Long Beach State;USA;1997;2
28;187.96;81.64656;Alabama;USA;1993;1
24;203.2;115.66596;Michigan State;USA;1996;2
27;200.66;86.18248;South Carolina;USA;1994;2
31;198.12;97.52228;Georgetown;USA;Undrafted;Undrafted
26;203.2;116.119552;Alabama;USA;1995;1
22;203.2;105.686936;UCLA;USA;1998;2
35;200.66;95.25432;Richmond;USA;1986;2
25;210.82;111.13004;East Carolina;USA;Undrafted;Undrafted
29;195.58;95.25432;Georgia Tech;USA;1992;1
29;203.2;90.7184;St. John's (NY);USA;1992;1
24;200.66;113.398;Drexel;USA;1996;2
28;195.58;92.98636;Long Beach State;USA;1993;2
30;218.44;117.93392;New Mexico;USA;1991;1
31;205.74;108.86208;Michigan;USA;1990;1
23;210.82;118.841104;Memphis;USA;1996;1
26;208.28;117.93392;Iowa State;USA;1995;1
29;185.42;83.91452;Georgia;USA;1992;2
28;187.96;88.45044;Jackson State;USA;1993;1
29;185.42;78.017824;Arkansas;USA;1992;1
28;205.74;104.32616;Ohio State;USA;1994;2
25;210.82;102.0582;Massachusetts;USA;1996;1
28;195.58;86.18248;Alabama;USA;1992;1
26;200.66;107.047712;California;USA;1994;1
29;203.2;108.86208;Notre Dame;USA;1992;1
26;205.74;104.32616;Texas Christian;USA;1995;1
27;205.74;106.59412;None;USA;Undrafted;Undrafted
20;200.66;96.615096;None;USA;1998;2
20;200.66;97.52228;None;USA;1996;1
23;210.82;99.79024;None;USA;1995;1
26;190.5;90.264808;Arizona;USA;1994;1
36;213.36;111.13004;Michigan State;USA;1984;1
26;193.04;88.45044;Connecticut;USA;Undrafted;Undrafted
25;205.74;99.79024;Tennessee-Chattanooga;USA;1997;1
20;195.58;83.91452;Saint Louis;USA;1998;1
25;198.12;106.59412;Arizona State;USA;1995;1
30;200.66;106.59412;Nevada-Las Vegas;USA;1991;1
29;185.42;79.3786;Ohio State;USA;Undrafted;Undrafted
31;198.12;103.418976;Arizona;USA;1990;2
35;195.58;95.25432;American International;USA;1985;7
26;205.74;113.398;Michigan;USA;1994;1
35;205.74;116.119552;Louisiana Tech;USA;1985;1
31;203.2;97.52228;Alabama;USA;Undrafted;Undrafted
24;198.12;102.511792;Maryland;USA;1997;1
23;220.98;96.161504;Central Connecticut State;USA;Undrafted;Undrafted
23;208.28;113.398;Utah;USA;1997;1
24;210.82;115.66596;Iowa State;USA;1997;1
31;195.58;97.975872;Illinois;USA;1990;1
28;185.42;76.203456;Georgia Tech;USA;1991;1
24;210.82;99.79024;Nevada-Las Vegas;USA;1998;1
23;200.66;90.7184;Southern Mississippi;USA;Undrafted;Undrafted
26;208.28;106.59412;Kentucky;USA;1996;2
34;205.74;111.13004;Seton Hall;USA;1988;1
31;208.28;101.604608;Providence;USA;Undrafted;Undrafted
23;187.96;84.368112;Santa Clara;USA;Undrafted;Undrafted
22;198.12;106.59412;None;Slovenia;1997;2
26;200.66;95.25432;Texas Tech;USA;1995;2
38;208.28;111.583632;Old Dominion;USA;1983;2
28;208.28;99.79024;Temple;USA;Undrafted;Undrafted
30;193.04;83.91452;Temple;USA;1991;1
34;190.5;83.91452;St. John's (NY);USA;1987;1
25;205.74;99.79024;Washington State;USA;1996;2
25;195.58;81.192968;Villanova;USA;1996;1
25;208.28;104.32616;California;USA;Undrafted;Undrafted
31;195.58;102.965384;Georgia Southern;USA;Undrafted;Undrafted
22;187.96;86.18248;Arizona;USA;1998;1
24;213.36;102.0582;Nebraska;USA;Undrafted;Undrafted
28;203.2;108.86208;Providence;USA;1994;2
23;205.74;111.583632;Tulsa;USA;1999;2
25;195.58;86.18248;Arizona;USA;1998;1
27;182.88;80.739376;Xavier;USA;Undrafted;Undrafted
27;200.66;97.52228;Wisconsin;USA;1995;1
23;210.82;118.841104;Utah;USA;1998;1
22;190.5;88.45044;Colorado State;Belize;Undrafted;Undrafted
38;205.74;101.604608;San Diego State;USA;1984;1
25;213.36;122.016248;Pacific;Nigeria;1998;1
24;205.74;97.975872;None;USA;1998;1
26;205.74;106.59412;Georgetown;USA;1996;2
28;203.2;102.0582;Notre Dame;USA;1994;1
26;185.42;79.3786;West Florida;USA;1996;2
33;185.42;83.91452;Oklahoma;USA;1989;1
35;160.02;63.956472;Wake Forest;USA;1987;1
22;208.28;100.243832;Kentucky;USA;1998;1
32;198.12;103.418976;Illinois;USA;1989;1
28;185.42;86.18248;Cincinnati;USA;1993;2
24;205.74;122.46984;Maryland;Nigeria;1999;2
35;213.36;113.398;Virginia;USA;1987;1
30;205.74;142.88148;Arkansas;USA;1992;1
37;208.28;111.583632;Providence;USA;1984;1
30;210.82;108.86208;Louisiana Tech;USA;1992;2
20;198.12;110.676448;St. John's (NY);USA;1999;1
27;205.74;93.439952;Georgetown;USA;1996;1
35;195.58;99.79024;Kansas State;USA;1988;1
23;205.74;117.93392;Michigan;USA;1997;1
35;190.5;83.91452;St. John's (NY);USA;1987;1
24;200.66;104.779752;Georgia Tech;USA;1998;1
32;198.12;103.418976;Arizona;USA;1990;2
21;203.2;98.883056;Georgia;USA;1999;1
27;205.74;113.398;Michigan;USA;1994;1
36;205.74;116.119552;Louisiana Tech;USA;1985;1
24;220.98;96.161504;Central Connecticut State;USA;Undrafted;Undrafted
24;208.28;113.398;Utah;USA;1997;1
19;210.82;91.625584;None;USA;1999;1
25;210.82;115.66596;Iowa State;USA;1997;1
29;185.42;76.203456;Georgia Tech;USA;1991;1
22;203.2;117.93392;New Mexico;USA;1999;1
25;210.82;99.79024;Nevada-Las Vegas;USA;1998;1
26;195.58;81.64656;Villanova;USA;1996;1
24;210.82;99.79024;None;USA;1995;1
34;185.42;86.18248;California;USA;1987;1
32;195.58;97.975872;Illinois;USA;1990;1
27;193.04;88.45044;Connecticut;USA;Undrafted;Undrafted
30;195.58;95.25432;Georgia Tech;USA;1992;1
36;200.66;95.25432;Richmond;USA;1986;2
25;198.12;98.883056;North Carolina;USA;1995;1
29;198.12;99.79024;Ohio State;USA;1992;1
27;215.9;119.748288;Marquette;USA;1994;2
38;210.82;115.66596;Arkansas;USA;1985;1
24;208.28;102.0582;Maryland;USA;1995;1
27;200.66;95.25432;Arkansas-Little Rock;USA;Undrafted;Undrafted
26;205.74;99.79024;Tennessee-Chattanooga;USA;1997;1
29;208.28;122.46984;Penn State;England;Undrafted;Undrafted
30;187.96;87.996848;Virginia;USA;Undrafted;Undrafted
36;210.82;115.66596;Georgia Tech;USA;1986;1
34;190.5;81.64656;Oklahoma State;USA;Undrafted;Undrafted
38;185.42;79.3786;Gonzaga;USA;1984;1
24;205.74;120.20188;Minnesota;USA;1997;1
26;205.74;102.0582;Syracuse;USA;1996;1
23;193.04;80.739376;Villanova;USA;1999;2
28;190.5;90.7184;Pennsylvania;USA;Undrafted;Undrafted
37;213.36;111.13004;Michigan State;USA;1984;1
25;187.96;83.007336;Illinois;USA;Undrafted;Undrafted
25;200.66;115.66596;Drexel;USA;1996;2
30;203.2;90.7184;St. John's (NY);USA;1992;1
26;190.5;83.91452;Murray State;USA;1996;2
26;210.82;102.0582;Massachusetts;USA;1996;1
26;198.12;106.59412;Arizona State;USA;1995;1
36;195.58;102.0582;American International;USA;1985;7
29;195.58;92.98636;Long Beach State;USA;1993;2
35;205.74;111.13004;Seton Hall;USA;1988;1
26;205.74;99.79024;Washington State;USA;1996;2
29;208.28;99.79024;Temple;USA;Undrafted;Undrafted
39;208.28;104.32616;Old Dominion;USA;1983;2
32;208.28;101.604608;Providence;USA;Undrafted;Undrafted
33;208.28;106.59412;Iowa;USA;Undrafted;Undrafted
30;215.9;112.490816;Georgia Tech;USA;1992;2
27;200.66;92.98636;Texas Tech;USA;1995;2
27;190.5;90.264808;Arizona;USA;1994;1
31;218.44;117.93392;New Mexico;USA;1991;1
30;205.74;90.7184;Stetson;USA;Undrafted;Undrafted
28;205.74;106.59412;None;USA;Undrafted;Undrafted
27;205.74;104.32616;Texas Christian;USA;1995;1
30;203.2;108.86208;Notre Dame;USA;1992;1
20;208.28;99.79024;Rhode Island;USA;1999;1
27;200.66;107.047712;California;USA;1994;1
23;208.28;129.27372;Massachusetts;USA;1999;2
32;205.74;108.86208;Michigan;USA;1990;1
22;195.58;92.532768;Maryland;USA;1999;2
31;200.66;106.59412;Nevada-Las Vegas;USA;1991;1
29;195.58;86.18248;Alabama;USA;1992;1
29;205.74;104.32616;Ohio State;USA;1994;2
27;203.2;99.79024;None;USA;Undrafted;Undrafted
29;187.96;88.45044;Jackson State;USA;1993;1
24;210.82;108.86208;Memphis;USA;1996;1
21;195.58;83.91452;Saint Louis;USA;1998;1
21;200.66;95.25432;None;USA;1996;1
24;195.58;92.532768;Detroit Mercy;USA;Undrafted;Undrafted
37;213.36;115.66596;Georgetown;Jamaica;1985;1
24;210.82;108.86208;Texas Tech;USA;1997;1
31;210.82;106.59412;None;Croatia;1990;2
33;205.74;102.0582;Georgia Tech;USA;1989;1
30;208.28;108.86208;North Carolina State;USA;1992;1
25;210.82;115.66596;North Carolina State;USA;1996;1
30;198.12;85.275296;Arkansas;USA;1992;1
24;198.12;96.615096;UCLA;USA;1998;2
24;218.44;122.46984;Stanford;USA;1999;2
23;208.28;104.32616;Villanova;USA;1997;1
33;193.04;90.7184;La Salle;USA;Undrafted;Undrafted
23;200.66;96.161504;Miami (FL);USA;1999;1
33;182.88;88.45044;Texas-El Paso;USA;1989;1
24;213.36;117.93392;Wake Forest;US Virgin Islands;1997;1
25;218.44;149.68536;Pittsburgh;USA;Undrafted;Undrafted
27;208.28;102.0582;Wyoming;USA;1995;1
37;190.5;92.98636;Wisconsin-Stevens Point;USA;1985;1
32;208.28;113.398;Michigan;USA;1990;1
39;205.74;99.79024;DePaul;USA;1982;1
30;180.34;78.471416;Oregon;USA;1991;1
25;198.12;101.151016;San Jose State;France;1997;1
31;203.2;97.52228;Michigan State;USA;1991;1
26;190.5;88.45044;Santa Clara;Canada;1996;1
34;190.5;81.64656;Arizona;USA;1988;2
23;190.5;87.543256;Maryland;USA;1999;1
23;187.96;81.64656;Georgia Tech;USA;1996;1
30;213.36;131.54168;Louisiana State;USA;1991;1
31;203.2;92.98636;Nevada-Las Vegas;USA;1991;1
26;187.96;87.089664;Kentucky;USA;1996;1
33;185.42;88.45044;Syracuse;USA;1989;2
30;205.74;110.676448;Nebraska;USA;Undrafted;Undrafted
21;203.2;95.25432;None;USA;1997;1
38;200.66;111.13004;Longwood;USA;1984;2
30;213.36;111.13004;None;USA;1991;2
20;187.96;81.64656;Duke;USA;1999;1
34;213.36;108.86208;Vanderbilt;USA;1988;1
29;198.12;88.45044;Auburn;USA;1994;1
24;187.96;86.18248;Kentucky;USA;Undrafted;Undrafted
26;208.28;104.32616;Kentucky;USA;1996;1
30;203.2;104.32616;Maryland;USA;1992;1
23;200.66;110.222856;Miami (OH);USA;1999;1
27;193.04;97.52228;Minnesota;USA;1994;2
24;190.5;86.18248;Pittsburgh;USA;1999;1
24;213.36;107.047712;None;Georgia;1998;1
32;215.9;117.93392;None;Serbia and Montenegro;1989;1
25;208.28;127.00576;Wright State;Ukraine;1996;1
33;193.04;90.7184;North Carolina State;USA;1988;2
23;200.66;97.52228;North Carolina;USA;1998;1
28;210.82;113.398;Hartford;USA;1993;1
34;193.04;81.64656;Florida;USA;1988;2
23;182.88;79.3786;Nebraska;USA;1998;1
24;198.12;102.0582;Nevada-Las Vegas;USA;Undrafted;Undrafted
32;205.74;113.398;Xavier;USA;1990;1
37;198.12;102.0582;DePaul;USA;1985;2
24;185.42;80.739376;Southern Illinois;USA;Undrafted;Undrafted
25;213.36;106.59412;Connecticut;USA;1996;1
27;180.34;82.553744;Georgia Tech;USA;1995;1
24;190.5;88.45044;Duke;USA;1999;1
28;200.66;103.418976;UCLA;USA;1992;1
32;205.74;113.398;Maryland;USA;1990;2
22;200.66;97.52228;Nevada-Las Vegas;USA;1999;1
30;208.28;127.00576;Trinity Valley Community College;USA;1989;1
28;228.6;119.294696;Brigham Young;USA;1993;1
31;187.96;86.18248;Southern California;USA;Undrafted;Undrafted
29;208.28;106.59412;Alabama;USA;1992;1
33;223.52;120.20188;Marist;USA;1988;1
20;200.66;89.357624;Iowa;USA;1998;1
26;205.74;106.59412;Thomas More;USA;Undrafted;Undrafted
30;200.66;109.769264;North Carolina;Canada;1991;1
28;193.04;86.18248;Temple;USA;Undrafted;Undrafted
22;198.12;83.91452;Connecticut;USA;1999;1
30;193.04;86.18248;Kansas;USA;1993;1
32;193.04;83.91452;Kentucky;USA;1988;1
34;200.66;83.91452;UCLA;USA;1987;1
32;193.04;88.45044;New Mexico State;USA;Undrafted;Undrafted
24;195.58;92.98636;Connecticut;USA;1996;1
24;213.36;112.490816;None;Slovenia;1998;1
25;210.82;102.0582;North Carolina;USA;1995;1
20;208.28;97.52228;None;USA;1998;2
25;193.04;94.800728;Louisiana State;USA;1996;2
32;187.96;86.636072;New Mexico State;USA;1991;2
24;210.82;97.52228;Florida State;USA;1999;Undrafted
23;187.96;77.564232;Fresno State;USA;1998;2
24;210.82;108.86208;Kansas;USA;1998;1
23;200.66;97.52228;Minnesota;USA;1999;1
30;203.2;113.398;Murray State;USA;1992;2
31;208.28;111.13004;North Carolina;USA;1991;1
33;205.74;95.25432;Louisville;USA;1989;1
23;205.74;103.872568;None;Serbia and Montenegro;1996;1
22;200.66;99.79024;Kansas;USA;1998;1
23;203.2;128.820128;Michigan;USA;1998;1
33;190.5;83.91452;DePaul;USA;1988;1
22;195.58;85.728888;Creighton;USA;1999;2
29;200.66;115.66596;Wake Forest;USA;1993;1
23;205.74;104.32616;California;USA;1996;1
28;215.9;142.88148;Louisiana State;USA;1992;1
26;198.12;95.25432;Georgia;USA;1996;2
25;185.42;91.171992;North Carolina;USA;1998;2
30;208.28;122.46984;Arizona;USA;1992;2
24;208.28;113.398;California;New Zealand;1998;2
32;203.2;99.79024;Arizona;USA;1989;1
34;200.66;103.418976;Central Arkansas;USA;1987;1
32;208.28;104.32616;North Carolina;USA;Undrafted;Undrafted
24;205.74;108.86208;Kentucky;USA;1999;1
29;200.66;98.883056;Connecticut;USA;1993;1
25;210.82;120.20188;Kansas;USA;1997;1
24;205.74;117.93392;Louisville;USA;1996;1
23;205.74;107.954896;Notre Dame;USA;1998;1
39;205.74;117.93392;North Carolina;USA;1984;1
30;200.66;99.79024;Houston;USA;Undrafted;Undrafted
24;193.04;99.336648;Minnesota;USA;1998;1
30;190.5;83.91452;Florida State;USA;1993;1
24;210.82;97.52228;South Carolina;USA;1998;2
23;195.58;86.18248;Kansas;USA;1999;2
24;200.66;97.52228;Iowa;USA;1998;2
26;190.5;86.18248;Wake Forest;USA;Undrafted;Undrafted
24;198.12;102.965384;Cincinnati;USA;1998;2
26;208.28;106.59412;Alabama;USA;1996;1
24;203.2;100.243832;Duke;USA;1998;1
24;200.66;95.25432;Kentucky;USA;1997;1
36;198.12;97.52228;Miami (OH);USA;1986;1
26;198.12;102.0582;Southern California;USA;1997;1
36;200.66;97.52228;Mercer;USA;1985;3
21;210.82;102.511792;None;USA;1996;1
24;213.36;127.00576;Washington;Canada;1999;2
24;185.42;86.18248;Florida;USA;1998;1
25;185.42;90.7184;Arkansas-Little Rock;USA;1996;1
23;203.2;104.32616;Arkansas;USA;Undrafted;Undrafted
32;205.74;108.86208;Xavier;USA;1990;2
33;208.28;122.46984;Syracuse;USA;1990;1
24;193.04;83.460928;Eastern Michigan;USA;1998;2
33;208.28;109.315672;Alabama;USA;1987;1
37;208.28;106.59412;Washington;USA;1985;1
22;203.2;99.79024;Augsburg;USA;1999;1
28;200.66;108.86208;Clemson;USA;1995;Undrafted
28;205.74;115.66596;Providence;USA;1994;1
34;218.44;118.387512;Georgetown;Congo;1991;1
21;195.58;103.418976;Georgia Tech;USA;1999;1
22;213.36;107.501304;None;Germany;1998;1
30;208.28;106.59412;UCLA;USA;1992;1
26;203.2;113.398;Georgetown;USA;1995;2
27;200.66;104.32616;Connecticut;USA;1995;2
27;205.74;104.32616;Connecticut;USA;1994;1
30;198.12;92.98636;Pepperdine;USA;1992;1
30;190.5;86.18248;La Salle;USA;1991;2
33;198.12;99.79024;Villanova;USA;1989;2
27;195.58;86.636072;Georgia Tech;USA;1996;2
32;213.36;115.66596;Temple;USA;1990;1
24;165.1;60.327736;Eastern Michigan;USA;Undrafted;Undrafted
